Date,Open,High,Low,Close,Adj Close,Volume
19-03-2018,93.739998,93.900002,92.110001,92.889999,91.348114,33344100
20-03-2018,93.050003,93.769997,93,93.129997,91.584137,23075200
21-03-2018,92.93,94.050003,92.209999,92.480003,90.944923,24457100
22-03-2018,91.269997,91.75,89.660004,89.790001,88.299576,38604700
23-03-2018,89.5,90.459999,87.080002,87.18,85.732895,44068900
26-03-2018,90.610001,94,90.400002,93.779999,92.223343,56396800
27-03-2018,94.940002,95.139999,88.510002,89.470001,87.984894,56569000
28-03-2018,89.82,91.230003,88.870003,89.389999,87.906212,52501100
29-03-2018,90.18,92.290001,88.400002,91.269997,89.755013,45867500
02-04-2018,90.470001,90.879997,87.510002,88.519997,87.050652,48515400
03-04-2018,89.580002,90.050003,87.889999,89.709999,88.220894,37213800
04-04-2018,87.849998,92.760002,87.730003,92.330002,90.797409,35560000
05-04-2018,92.440002,93.07,91.400002,92.379997,90.846581,29771900
06-04-2018,91.489998,92.459999,89.480003,90.230003,88.732277,38026000
09-04-2018,91.040001,93.169998,90.620003,90.769997,89.263313,31533900
10-04-2018,92.389999,93.279999,91.639999,92.879997,91.33828,26812000
11-04-2018,92.010002,93.290001,91.480003,91.860001,90.335213,24872100
12-04-2018,92.43,94.160004,92.43,93.580002,92.026665,26758900
13-04-2018,94.050003,94.18,92.440002,93.080002,91.534966,23346100
16-04-2018,94.07,94.660004,93.419998,94.169998,92.606865,20288100
17-04-2018,95,96.540001,94.879997,96.07,94.475334,26771000
18-04-2018,96.220001,96.720001,95.519997,96.440002,94.839195,21043300
19-04-2018,96.440002,97.07,95.339996,96.110001,94.514664,23552500
20-04-2018,95.910004,96.110001,94.050003,95,93.423088,31154400
23-04-2018,95.739998,96.290001,94.629997,95.349998,93.767281,22331800
24-04-2018,96.239998,96.470001,92.410004,93.120003,91.574295,34524800
25-04-2018,93.300003,93.300003,90.279999,92.309998,90.77774,33729300
26-04-2018,93.550003,95.150002,93.099998,94.260002,92.695389,42529000
27-04-2018,97.599998,97.900002,93.910004,95.82,94.229485,48272800
30-04-2018,96.330002,96.400002,93.150002,93.519997,91.967659,41523600
01-05-2018,93.209999,95.290001,92.790001,95,93.423088,31408900
02-05-2018,94.989998,95.169998,93.190002,93.510002,91.957832,27471000
03-05-2018,92.959999,94.93,92.449997,94.07,92.50853,31142500
04-05-2018,93.32,95.370003,92.919998,95.160004,93.580437,22531300
07-05-2018,95.169998,96.709999,95.099998,96.220001,94.622849,24242000
08-05-2018,95.849998,96.160004,95.059998,95.809998,94.21965,23484600
09-05-2018,96.010002,96.970001,95.050003,96.940002,95.330902,27327400
10-05-2018,97.459999,97.949997,97.050003,97.910004,96.284805,22388100
11-05-2018,97.800003,97.870003,97.040001,97.699997,96.078278,16778300
14-05-2018,97.919998,98.690002,97.309998,98.029999,96.402802,19454100
15-05-2018,97.239998,97.849998,96.339996,97.32,95.70459,24594000
16-05-2018,97.360001,97.400002,96.620003,97.150002,95.9515,17384700
17-05-2018,96.760002,97.540001,95.830002,96.18,94.993469,17246700
18-05-2018,96.010002,96.93,96.010002,96.360001,95.171249,17865800
21-05-2018,97,98.010002,96.800003,97.599998,96.39595,19422500
22-05-2018,97.68,98.169998,97.199997,97.5,96.297188,15441200
23-05-2018,96.709999,98.730003,96.32,98.660004,97.442871,21114800
24-05-2018,98.730003,98.940002,96.809998,98.309998,97.097191,26649300
25-05-2018,98.300003,98.980003,97.860001,98.360001,97.146576,18363900
29-05-2018,97.839996,98.879997,97.230003,98.010002,96.800896,28671000
30-05-2018,98.309998,99.25,97.910004,98.949997,97.729294,22158500
31-05-2018,99.290001,99.989998,98.610001,98.839996,97.620651,34140900
01-06-2018,99.279999,100.860001,99.169998,100.790001,99.5466,28655600
04-06-2018,101.260002,101.860001,100.849998,101.669998,100.415741,27281600
05-06-2018,102,102.330002,101.529999,102.190002,100.929337,23514400
06-06-2018,102.480003,102.599998,101.900002,102.489998,101.225624,21122900
07-06-2018,102.650002,102.690002,100.379997,100.879997,99.635483,28232200
08-06-2018,101.089996,101.949997,100.540001,101.629997,100.376228,22165100
11-06-2018,101.010002,101.589996,100.669998,101.050003,99.803398,23490900
12-06-2018,101.099998,101.449997,100.75,101.309998,100.060181,18325200
13-06-2018,101.720001,102.010002,100.559998,100.849998,99.605858,29492900
14-06-2018,101.650002,102.029999,101,101.419998,100.168823,25691800
15-06-2018,101.510002,101.529999,100.07,100.129997,98.894745,65738600
18-06-2018,100.010002,101.110001,99.419998,100.860001,99.615738,23586000
19-06-2018,99.650002,101,99.5,100.860001,99.615738,28653100
20-06-2018,101.370003,102.519997,101.120003,101.870003,100.613281,26180800
21-06-2018,102.080002,102.459999,100.879997,101.139999,99.892273,23198200
22-06-2018,100.410004,100.769997,99.629997,100.410004,99.171288,38923100
25-06-2018,100,100.110001,97.300003,98.389999,97.176208,35433300
26-06-2018,98.82,100.080002,98.75,99.080002,97.857689,26897200
27-06-2018,99.580002,100.019997,97.400002,97.540001,96.336693,31298400
28-06-2018,97.379997,99.110001,97.260002,98.629997,97.413246,26650700
29-06-2018,98.93,99.910004,98.330002,98.610001,97.393494,28053200
02-07-2018,98.099998,100.059998,98,100.010002,98.776222,19564500
03-07-2018,100.480003,100.629997,98.940002,99.050003,97.828064,14670300
05-07-2018,99.5,99.919998,99.029999,99.760002,98.529305,18977400
06-07-2018,99.889999,101.43,99.669998,101.160004,99.912033,19234600
09-07-2018,101.650002,102.25,101.25,101.849998,100.593529,18212000
10-07-2018,102,102.510002,101.860001,102.120003,100.860191,19293100
11-07-2018,101.150002,102.339996,101.099998,101.980003,100.721924,19644600
12-07-2018,102.769997,104.410004,102.730003,104.190002,102.904655,24335900
13-07-2018,104.370003,105.599998,104.089996,105.43,104.129356,24635200
16-07-2018,105.400002,105.82,104.519997,104.910004,103.615776,21786900
17-07-2018,104.610001,106.5,104.32,105.949997,104.642937,25901700
18-07-2018,105.940002,106.050003,104.720001,105.120003,103.823181,29493900
19-07-2018,104.93,105.309998,103.889999,104.400002,103.112061,40171600
20-07-2018,108.080002,108.199997,106.080002,106.269997,104.958992,56004000
23-07-2018,106.300003,108.139999,106.129997,107.970001,106.638016,29707000
24-07-2018,108.57,108.82,107.260002,107.660004,106.331848,26316600
25-07-2018,107.959999,111.150002,107.599998,110.830002,109.462738,30702100
26-07-2018,110.739998,111,109.5,109.620003,108.26767,31372100
27-07-2018,110.18,110.18,106.139999,107.68,106.351593,37005300
30-07-2018,107.190002,107.529999,104.760002,105.370003,104.070107,34668300
31-07-2018,106.489998,106.720001,105.379997,106.080002,104.771339,27655200
01-08-2018,106.029999,106.449997,105.419998,106.279999,104.968872,23628700
02-08-2018,105.400002,108.089996,104.839996,107.57,106.24295,26104300
03-08-2018,107.800003,108.050003,106.82,108.040001,106.707153,18659600
06-08-2018,108.120003,108.419998,107.559998,108.129997,106.796051,20265900
07-08-2018,108.559998,109.099998,108.169998,108.879997,107.536789,16080200
08-08-2018,109.330002,109.75,108.760002,109.489998,108.139275,15487500
09-08-2018,109.709999,110.160004,109.599998,109.669998,108.317047,13660400
10-08-2018,109.419998,109.690002,108.379997,109,107.655319,18183700
13-08-2018,109.239998,109.580002,108.099998,108.209999,106.875061,18472500
14-08-2018,108.559998,109.75,108.040001,109.559998,108.208405,16788300
15-08-2018,108.489998,108.989998,106.82,107.660004,106.741043,29982800
16-08-2018,108.300003,108.860001,107.300003,107.639999,106.721214,21384300
17-08-2018,107.360001,107.900002,106.690002,107.580002,106.661728,18061500
20-08-2018,107.510002,107.900002,106.480003,106.870003,105.957787,17914200
21-08-2018,106.919998,107.349998,105.849998,105.980003,105.075386,22881900
22-08-2018,105.849998,107.339996,105.779999,107.059998,106.146156,18000600
23-08-2018,107.150002,108.18,106.870003,107.559998,106.641891,18167700
24-08-2018,107.669998,108.559998,107.559998,108.400002,107.474731,17234000
27-08-2018,109.269997,109.639999,108.510002,109.599998,108.664482,19662300
28-08-2018,109.940002,110.5,109.790001,110.260002,109.318848,19151500
29-08-2018,110.449997,112.029999,110.269997,112.019997,111.063828,20818000
30-08-2018,111.669998,112.610001,111.440002,111.949997,110.994423,22798700
31-08-2018,111.690002,112.779999,111.519997,112.330002,111.371185,23222700
04-09-2018,110.849998,111.959999,110.220001,111.709999,110.75647,22634600
05-09-2018,111.010002,111.419998,108.099998,108.489998,107.563957,32872400
06-09-2018,108.25,108.989998,107.510002,108.739998,107.811821,23477600
07-09-2018,108.230003,108.720001,107.230003,108.209999,107.286346,22498600
10-09-2018,108.839996,109.639999,108.360001,109.379997,108.446358,20727900
11-09-2018,108.900002,111.589996,108.889999,111.239998,110.290482,24301800
12-09-2018,111.43,111.849998,110.510002,111.709999,110.75647,18891100
13-09-2018,112.120003,113.730003,112.120003,112.910004,111.946236,26055600
14-09-2018,113.360001,113.730003,112.440002,113.370003,112.402298,19122300
17-09-2018,113.690002,113.699997,111.860001,112.139999,111.1828,20736500
18-09-2018,112.190002,113.699997,111.720001,113.209999,112.243668,22170900
19-09-2018,113.050003,113.32,111.040001,111.699997,110.746552,21728400
20-09-2018,112.279999,113.800003,111.93,113.57,112.600594,23714500
21-09-2018,114,115.290001,113.510002,114.260002,113.284706,71229700
24-09-2018,113.029999,114.900002,112.220001,114.669998,113.691208,27334500
25-09-2018,114.800003,115.099998,113.75,114.449997,113.473083,22668000
26-09-2018,114.470001,115.059998,113.739998,113.980003,113.007103,19352000
27-09-2018,114.779999,114.910004,114.199997,114.410004,113.433426,19091300
28-09-2018,114.190002,114.57,113.68,114.370003,113.393768,21647800
01-10-2018,114.75,115.68,114.730003,115.610001,114.623184,18883100
02-10-2018,115.300003,115.839996,114.440002,115.150002,114.167114,20787200
03-10-2018,115.419998,116.18,114.93,115.169998,114.186935,16648000
04-10-2018,114.610001,114.760002,111.629997,112.790001,111.827248,34821700
05-10-2018,112.629997,113.169998,110.639999,112.129997,111.17289,29068900
08-10-2018,111.660004,112.029999,109.339996,110.849998,109.903809,29640600
09-10-2018,111.139999,113.080002,110.800003,112.260002,111.301773,26198600
10-10-2018,111.239998,111.5,105.790001,106.160004,105.253845,61376300
11-10-2018,105.349998,108.93,104.199997,105.910004,105.005981,63904300
12-10-2018,109.010002,111.239998,107.120003,109.57,108.634735,47742100
15-10-2018,108.910004,109.480003,106.949997,107.599998,106.681557,32068100
16-10-2018,109.540001,111.410004,108.949997,111,110.052536,31610200
17-10-2018,111.68,111.809998,109.550003,110.709999,109.765007,26548200
18-10-2018,110.099998,110.529999,107.830002,108.5,107.573868,32506200
19-10-2018,108.93,110.860001,108.209999,108.660004,107.732506,32785500
22-10-2018,109.32,110.540001,108.239998,109.629997,108.694221,26545600
23-10-2018,107.769997,108.970001,105.110001,108.099998,107.177284,43770400
24-10-2018,108.410004,108.489998,101.589996,102.32,101.446625,63897800
25-10-2018,106.550003,109.269997,106.150002,108.300003,107.37558,61646800
26-10-2018,105.690002,108.75,104.760002,106.959999,106.047012,55523100
29-10-2018,108.110001,108.699997,101.629997,103.849998,102.963562,55162000
30-10-2018,103.660004,104.379997,100.110001,103.730003,102.844597,65350900
31-10-2018,105.440002,108.139999,105.389999,106.809998,105.898293,51062400
01-11-2018,107.050003,107.32,105.529999,105.919998,105.015892,33384200
02-11-2018,106.480003,107.32,104.980003,106.160004,105.253845,37680200
05-11-2018,106.370003,107.739998,105.900002,107.510002,106.592323,27922100
06-11-2018,107.379997,108.839996,106.279999,107.720001,106.800529,24340200
07-11-2018,109.440002,112.239998,109.400002,111.959999,111.004333,37901700
08-11-2018,111.800003,112.209999,110.910004,111.75,110.796135,25644100
09-11-2018,110.849998,111.449997,108.760002,109.57,108.634735,32039200
12-11-2018,109.419998,109.959999,106.099998,106.870003,105.957787,33621800
13-11-2018,107.550003,108.739998,106.639999,106.940002,106.027191,35374600
14-11-2018,108.099998,108.260002,104.470001,104.970001,104.523613,39495100
15-11-2018,104.989998,107.800003,103.910004,107.279999,106.823784,38505200
16-11-2018,107.080002,108.879997,106.800003,108.290001,107.829491,33502100
19-11-2018,108.269997,108.559998,103.550003,104.620003,104.175102,44773900
20-11-2018,101.800003,102.970001,99.349998,101.709999,101.277473,64052500
21-11-2018,103.599998,104.43,102.239998,103.110001,102.671516,28130600
23-11-2018,102.169998,103.809998,102,103.07,102.631691,13823100
26-11-2018,104.790001,106.629997,104.580002,106.470001,106.017235,32336200
27-11-2018,106.269997,107.330002,105.360001,107.139999,106.68438,29124500
28-11-2018,107.889999,111.330002,107.860001,111.120003,110.647461,46788500
29-11-2018,110.330002,111.120003,109.029999,110.190002,109.721413,28123200
30-11-2018,110.699997,110.970001,109.360001,110.889999,110.418434,33665600
03-12-2018,113,113.419998,110.730003,112.089996,111.613327,34732800
04-12-2018,111.940002,112.639999,108.209999,108.519997,108.05851,45197000
06-12-2018,105.82,109.239998,105,109.190002,108.72567,49107400
07-12-2018,108.379997,109.449997,104.300003,104.82,104.374245,45044900
10-12-2018,104.800003,107.980003,103.889999,107.589996,107.132462,40801500
11-12-2018,109.800003,110.949997,107.440002,108.589996,108.128212,42381900
12-12-2018,110.889999,111.269997,109.040001,109.080002,108.616135,36183000
13-12-2018,109.580002,110.870003,108.629997,109.449997,108.984558,31333400
14-12-2018,108.25,109.260002,105.5,106.029999,105.579102,47043100
17-12-2018,105.410004,105.800003,101.709999,102.889999,102.452454,56957300
18-12-2018,103.75,104.510002,102.519997,103.970001,103.527863,49319200
19-12-2018,103.650002,106.879997,101.349998,103.690002,103.249054,68198200
20-12-2018,103.050003,104.309998,98.779999,101.510002,101.078323,70334200
21-12-2018,101.629997,103,97.459999,98.230003,97.812279,111242100
24-12-2018,97.68,97.970001,93.980003,94.129997,93.729706,43935200
26-12-2018,95.139999,100.690002,93.959999,100.559998,100.132362,51634800
27-12-2018,99.300003,101.190002,96.400002,101.18,100.749725,49498500
28-12-2018,102.089996,102.410004,99.519997,100.389999,99.963089,38196300
31-12-2018,101.290001,102.400002,100.440002,101.57,101.138069,33173800
