Date,Open,High,Low,Close,Adj Close,Volume
19-03-2018,1554.530029,1561.660034,1525.349976,1544.930054,1544.930054,6580800
20-03-2018,1550.339966,1587,1545.410034,1586.51001,1586.51001,4581600
21-03-2018,1586.449951,1590,1563.170044,1581.859985,1581.859985,4750800
22-03-2018,1565.469971,1573.849976,1542.400024,1544.920044,1544.920044,6320600
23-03-2018,1539.01001,1549.02002,1495.359985,1495.560059,1495.560059,8006000
26-03-2018,1530,1556.98999,1499.25,1555.859985,1555.859985,5624700
27-03-2018,1572.400024,1575.969971,1482.319946,1497.050049,1497.050049,6999600
28-03-2018,1447,1455.900024,1386.170044,1431.420044,1431.420044,13705300
29-03-2018,1406,1455.469971,1365.199951,1447.339966,1447.339966,12581100
02-04-2018,1417.619995,1421.359985,1355,1371.98999,1371.98999,10463600
03-04-2018,1391.380005,1414,1355.329956,1392.050049,1392.050049,10231200
04-04-2018,1358.23999,1415.390015,1352.880005,1410.569946,1410.569946,6982300
05-04-2018,1441.98999,1459.560059,1427.069946,1451.75,1451.75,6413500
06-04-2018,1429.969971,1452.5,1400.26001,1405.22998,1405.22998,5882300
09-04-2018,1425.030029,1438.47998,1402.569946,1406.079956,1406.079956,4208200
10-04-2018,1431.98999,1438.380005,1415.699951,1436.219971,1436.219971,4254100
11-04-2018,1439.439941,1448.780029,1424.890015,1427.050049,1427.050049,3582500
12-04-2018,1439.5,1452.119995,1435.060059,1448.5,1448.5,3135000
13-04-2018,1449.140015,1459.780029,1424.52002,1430.790039,1430.790039,3685300
16-04-2018,1445,1447,1427.47998,1441.5,1441.5,2808600
17-04-2018,1462.300049,1507.189941,1457.02002,1503.829956,1503.829956,5114400
18-04-2018,1514.650024,1533.800049,1504.109985,1527.839966,1527.839966,5227500
19-04-2018,1543.219971,1568.52002,1539.060059,1556.910034,1556.910034,6523700
20-04-2018,1561.199951,1561.199951,1516.089966,1527.48999,1527.48999,5541600
23-04-2018,1546.689941,1548,1503.410034,1517.859985,1517.859985,4465400
24-04-2018,1535.800049,1539.5,1448.449951,1460.089966,1460.089966,7494700
25-04-2018,1458,1469.98999,1415.02002,1460.170044,1460.170044,6587300
26-04-2018,1485.01001,1529.420044,1478.5,1517.959961,1517.959961,8801100
27-04-2018,1634.01001,1638.099976,1567.390015,1572.619995,1572.619995,13053200
30-04-2018,1582.5,1596,1560.939941,1566.130005,1566.130005,5464100
01-05-2018,1563.219971,1585,1552.180054,1582.26001,1582.26001,4572100
02-05-2018,1580.97998,1588.5,1566.359985,1569.680054,1569.680054,4360300
03-05-2018,1560.01001,1574.800049,1546.02002,1572.079956,1572.079956,4251900
04-05-2018,1562.449951,1584.900024,1562.189941,1580.949951,1580.949951,3443600
07-05-2018,1589.339966,1606.949951,1587.829956,1600.140015,1600.140015,3801900
08-05-2018,1595,1596.880005,1582.51001,1592.390015,1592.390015,3067900
09-05-2018,1600,1608,1592,1608,1608,3637300
10-05-2018,1608.47998,1615.599976,1603.439941,1609.079956,1609.079956,2817500
11-05-2018,1610.98999,1611.099976,1597.890015,1602.910034,1602.910034,2263900
14-05-2018,1604,1611.180054,1600.050049,1601.540039,1601.540039,2509500
15-05-2018,1587.800049,1587.800049,1565.219971,1576.119995,1576.119995,5077500
16-05-2018,1577.5,1594.430054,1576.670044,1587.280029,1587.280029,2570600
17-05-2018,1580.560059,1594.040039,1573,1581.76001,1581.76001,2147600
18-05-2018,1581.329956,1583.589966,1572.099976,1574.369995,1574.369995,2642600
21-05-2018,1585,1592.050049,1575,1585.459961,1585.459961,2925200
22-05-2018,1589.890015,1589.890015,1575.25,1581.400024,1581.400024,2115600
23-05-2018,1571.050049,1601.859985,1566.339966,1601.859985,1601.859985,3299800
24-05-2018,1598.030029,1608.23999,1588.380005,1603.069946,1603.069946,3430000
25-05-2018,1603,1614.119995,1600.449951,1610.150024,1610.150024,2698400
29-05-2018,1600.709961,1621.790039,1600.150024,1612.869995,1612.869995,3846500
30-05-2018,1618.099976,1626,1612.930054,1624.890015,1624.890015,2907400
31-05-2018,1623,1635,1621.349976,1629.619995,1629.619995,3166300
01-06-2018,1637.030029,1646.72998,1635.089966,1641.540039,1641.540039,3313400
04-06-2018,1648.900024,1665.680054,1645.48999,1665.27002,1665.27002,3187700
05-06-2018,1672.98999,1699,1670.060059,1696.349976,1696.349976,4782200
06-06-2018,1704.51001,1714.5,1686.469971,1695.75,1695.75,5473200
07-06-2018,1698.560059,1699.900024,1676.109985,1689.300049,1689.300049,3765700
08-06-2018,1681.119995,1689.439941,1673.01001,1683.98999,1683.98999,2955100
11-06-2018,1681.51001,1694.23999,1680.589966,1689.119995,1689.119995,2335500
12-06-2018,1693,1699.51001,1691.52002,1698.75,1698.75,2259200
13-06-2018,1702.810059,1713.75,1700.119995,1704.859985,1704.859985,3327500
14-06-2018,1713.47998,1724.800049,1708.869995,1723.859985,1723.859985,3174400
15-06-2018,1714,1720.869995,1708.52002,1715.969971,1715.969971,4777600
18-06-2018,1706.26001,1726.73999,1702.560059,1723.790039,1723.790039,3107700
19-06-2018,1709.040039,1736.109985,1700.390015,1734.780029,1734.780029,4290100
20-06-2018,1742.5,1762.930054,1741.359985,1750.079956,1750.079956,4332600
21-06-2018,1760,1763.099976,1717.560059,1730.219971,1730.219971,4941100
22-06-2018,1742.619995,1743,1711.900024,1715.670044,1715.670044,4075100
25-06-2018,1702.51001,1705,1646.310059,1663.150024,1663.150024,7511200
26-06-2018,1672.369995,1701.569946,1663.339966,1691.089966,1691.089966,4386600
27-06-2018,1708.109985,1711.949951,1660,1660.51001,1660.51001,4872200
28-06-2018,1672.540039,1705.5,1661.170044,1701.449951,1701.449951,4529700
29-06-2018,1717,1723.410034,1694.319946,1699.800049,1699.800049,4543500
02-07-2018,1682.699951,1713.890015,1678.060059,1713.780029,1713.780029,3185700
03-07-2018,1723.959961,1725,1692.47998,1693.959961,1693.959961,2177300
05-07-2018,1705.380005,1710.689941,1682.150024,1699.72998,1699.72998,2983100
06-07-2018,1696,1715.27002,1691.670044,1710.630005,1710.630005,2650300
09-07-2018,1724.050049,1739.560059,1716.22998,1739.02002,1739.02002,3012000
10-07-2018,1738.530029,1750,1731,1743.069946,1743.069946,3002900
11-07-2018,1737.98999,1756.959961,1734,1755,1755,3209800
12-07-2018,1764.51001,1798,1762.180054,1796.619995,1796.619995,4532700
13-07-2018,1803.930054,1815.300049,1795.22998,1813.030029,1813.030029,4383200
